strain,stress
0.0,0.0
5.050505050505051e-05,14.000000000000002
0.00010101010101010102,28.000000000000004
0.00015151515151515154,42.00000000000001
0.00020202020202020205,56.00000000000001
0.0002525252525252526,70.00000000000001
0.0003030303030303031,84.00000000000001
0.0003535353535353536,98.00000000000001
0.0004040404040404041,112.00000000000001
0.0004545454545454546,126.00000000000001
0.0005050505050505052,140.00000000000003
0.0005555555555555557,154.00000000000003
0.0006060606060606062,168.00000000000003
0.0006565656565656567,182.00000000000003
0.0007070707070707072,196.00000000000003
0.0007575757575757577,210.00000000000003
0.0008080808080808082,224.00000000000003
0.0008585858585858587,238.00000000000003
0.0009090909090909092,252.00000000000003
0.0009595959595959597,266.00000000000006
0.0010101010101010103,280.00000000000006
0.0010606060606060607,294.00000000000006
0.0011111111111111113,308.00000000000006
0.0011616161616161617,322.00000000000006
0.0012121212121212123,336.00000000000006
0.0012626262626262627,350.00000000000006
0.0013131313131313133,364.00000000000006
0.0013636363636363637,378.00000000000006
0.0014141414141414144,392.00000000000006
0.0014646464646464648,406.00000000000006
0.0015151515151515154,420.00000000000006
0.0015656565656565658,434.00000000000006
0.0016161616161616164,448.00000000000006
0.001666666666666667,462.0000000000001
0.0017171717171717174,476.00000000000006
0.001767676767676768,490.0000000000001
0.0018181818181818184,504.00000000000006
0.001868686868686869,518.0000000000001
0.0019191919191919194,532.0000000000001
0.00196969696969697,546.0
0.0020202020202020206,560.0000000000001
0.002070707070707071,574.0000000000001
0.0021212121212121214,588.0000000000001
0.002171717171717172,602.0
0.0022222222222222227,616.0000000000001
0.002272727272727273,630.0000000000001
0.0023232323232323234,644.0000000000001
0.002373737373737374,658.0
0.0024242424242424247,672.0000000000001
0.002474747474747475,686.0000000000001
0.0025252525252525255,700.0000000000001
0.0025757575757575763,714.0000000000001
0.0026262626262626267,728.0000000000001
0.002676767676767677,742.0000000000001
0.0027272727272727275,756.0000000000001
0.0027777777777777783,770.0000000000001
0.0028282828282828287,784.0000000000001
0.002878787878787879,798.0000000000001
0.0029292929292929295,812.0000000000001
0.0029797979797979803,826.0000000000001
0.0030303030303030307,840.0000000000001
0.003080808080808081,854.0000000000001
0.0031313131313131315,868.0000000000001
0.0031818181818181824,882.0000000000001
0.0032323232323232328,896.0000000000001
0.003282828282828283,910.0000000000001
0.003333333333333334,924.0000000000002
0.0033838383838383844,938.0000000000001
0.0034343434343434348,952.0000000000001
0.003484848484848485,966.0000000000001
0.003535353535353536,980.0000000000002
0.0035858585858585864,994.0000000000001
0.003636363636363637,1008.0000000000001
0.003686868686868687,1022.0000000000001
0.003737373737373738,1036.0000000000002
0.0037878787878787884,1050.0000000000002
0.003838383838383839,1064.0000000000002
0.003888888888888889,1078.0
0.00393939393939394,1092.0
0.0039898989898989904,1106.0000000000002
0.004040404040404041,1120.0000000000002
0.004090909090909091,1134.0
0.004141414141414142,1148.0000000000002
0.004191919191919193,1162.0000000000002
0.004242424242424243,1176.0000000000002
0.004292929292929294,1190.0000000000002
0.004343434343434344,1204.0
0.0043939393939393945,1218.0000000000002
0.004444444444444445,1232.0000000000002
0.004494949494949495,1246.0
0.004545454545454546,1260.0000000000002
0.004595959595959597,1274.0000000000002
0.004646464646464647,1288.0000000000002
0.004696969696969698,1302.0000000000002
0.004747474747474748,1316.0
0.0047979797979797985,1330.0000000000002
0.004848484848484849,1344.0000000000002
0.004898989898989899,1358.0
